In welchem Monat wird der Muttertag gefeiert?;im Mai;Familie;1
Wie heißt ein klassisches Familienspiel: Mensch?;Mensch, ärgere dich nicht;Familie;2
Welches tragische junge Liebespaar gilt als das berühmteste der Weltliteratur? Tipp: Ihre Geschichte wurde von William Shakespeare zu Papier gebracht.;Romeo und Julia;Familie;3
Welche blonden Zwillingsschwestern feierten besonders in den 1960er- und 1970er-Jahren große Erfolge als Sängerinnen, Tänzerinnen und Schauspielerinnen?;die Kessler-Zwillinge;Familie;4
Worin klebt man gerne Familienfotos ein und lässt Besucher darin blättern?;Fotoalbum;Familie;5
Was hat das Mädel eines verliebten Burschen in einem Volkslied? Mein Mädel hat einen ?;Mein Mädel hat einen Rosenmund und wer ihn küsst, der wird gesund.;Familie;6
Womit vergiftet die Stiefmutter das Schneewittchen im Märchen?;mit einem Apfel;Familie;7
Wie heißt die Familie in der Fernsehserie Ein Herz und eine Seele, deren Oberhaupt Ekel Alfred genannt wird?;Familie Tetzlaff;Familie;8
Wie bezeichnet man das 10-jährige Hochzeitsjubiläum? Tipp: Denken Sie an die Königin der Blumen.;Rosenhochzeit;Familie;9
Welche Verwandten wurden früher mit dem Begriff Oheim bezeichnet?;Bruder und Schwager der Mutter;Familie;10
Der englische König Heinrich VIII. war bekannt für seine zahlreichen Ehen, von denen die meisten katastrophal endeten. Wie oft war der Köig verheiratet?;sechs Mal (2 Ehefrauen wurden hingerichtet, 2 Ehen annulliert, 1 Frau starb und die letzte überlebte den König nur um anderthalb Jahre);Familie;11
Mit welchem tierischen Symbol vor dem Haus wird häufig die Geburt eines Kindes bekannt gegeben?;mit einem Storch;Familie;12
Wie heißen die berühmten Gebrüder Grimm mit Vornamen?;Jakob und Wilhem;Familie;13
Wlchem Beruf gingen die Brüder Thomas und Heinrich Mann nach?;Schriftsteller;Familie;14
An welchem Datum feiert man den Valentinstag, als Tag der Liebenden?;am 14. Februar;Familie;15
Bis zum Beginn des 20. Jahrhunderts war es bei wohlhabenden Frauen teilweise üblich, ihren Nachwuchs von fremden Frauen stillen zu lassen. Wie nannte man diese Frauen?;Ammen;Familie;16
Es war einmal ein treuer Husar ? - mit disen Worten beginnt ein altes Liebeslied. Wie lautet der Text weiter?;Es war einmal ein treuer Husar, der liebt sein Mädchen ein ganzes Jahr. Ein ganzes Jahr und noch viel mehr, die Liebe nahm kein Ende mehr.;Familie;17
Die österreichische Familie Hörbiger hat eine ganze Reihe bekannter Schauspieler hervorgebracht. In welcher verwandtschaftlichen Beziehung stehen Paul und Christiane Hörbiger?;Christiane (geb. 1938) ist die Nichte von Paul Hörbiger (1894 - 1981);Familie;18
Wie lautet ein Sprichwort: Was man erheiratet, muss man nicht ?;Was man erheiratet, muss man nicht erarbeiten.;Familie;19
Eine beliebte Fernsehserie aus dem Jahre 1965 war Der Forellenhof. Um welches Familienunternehmen dreht sich die Handlung, die in acht Folgen gesendet wurde?;ein Landhotel im Schwarzwald;Familie;20
Wie hieß die erste Familienserie, die im deutschen Fernsehen ausgestrahlt wurde? Tipp: Die Vornamen der Serieneltern lauteten Trude und Matthias.;Familie Schölermann;Familie;21
Was symbolisiert die Farbe Weiß bei Brautkleidern?;Reinheit und Unberührtheit;Familie;22
Wie bezeichnet man in der Verwandtschaftsbeziehung die Kinder von Geschwistern?;als Nichten und Neffen;Familie;23
Welcher persönliche Ehrentag hat in katholischen Familien oft einen höheren Stellenwert als der Geburtstag?;der Namenstag;Familie;24
Horch, was kommt von draußen rein?, wird in einem alten Volkslied gefragt. Wie lautet die Antwort?;? wird wohl mein Feinsliebchen sein, hollahihaho;Familie;25
Mit wem war der ehemalige Bundeskanzler Helmut Schmidt über 60 Jahre verheiratet?;Hannelore (Loki) Schmidt;Familie;26
Wie lautet ein bekanntes Sprichwort, das viele Eheleute sicher gerne bejahen: Eigener Herd ? ?;Eigener Herd ist Goldes wert.;Familie;27
Welches Familienmitglied wird besonders an Christi Himmelfahrt geehrt?;der Vater (Vatertag);Familie;28
Wie heißt die Schwester von Schneeweißchen im Märchen?;Rosenrot;Familie;29
Welches Schmuckstück tragen Eheleute als Zeichen der Verbundenheit?;Eheringe;Familie;30
Wer kam früher traditionell meist für die Kosten einer Hochzeit auf?;die Eltern der Braut;Familie;31
Aus welcher Familie stammt die bekannte Schauspielerfamilie Millowitsch?;Aus Köln.;Familie;32
Wie heißt ein bekannter Roman von Erich Kästner, in dessen Mittelpunkt zwei Schwestern stehen?;Das doppelte Lottchen;Familie;33
Für viele Menschen gehören auch Haustiere zur Familie. Welcher berühmte Hund aus einer amerikanischen Fernsehserie verzauberte uns alle?;Lassie;Familie;34
Welches Ehejubiläum nennt man auch Diamanthochzeit?;das 60-jährige Jubiläum;Familie;35
Wie lautet der Name einer jungen Frau, in die sich Tarzan verliebt?;Jane;Familie;36
Welche Schauspielerin spielte die Hauptrolle in der Komödie Die Züricher Verlobung?;Lilo Pulver;Familie;37
Welcher junge Interpret sang Ende der 1960er-Jahre Mama, du sollst doch nicht um deinen Jungen weinen?;Heintje;Familie;38
Welche Geschwister laufen im Märchen von zu Hause weg und suchen in einem Lebkuchenhaus Zuflucht?;Hänsel und Gretel;Familie;39
Ein bekanntes Sprichwort lautet: Gleich und gleich ?;Gleich und gleich gesellt sich gern.;Familie;40
Wie heißt die österreichische Musikerdynastie, die mehrere gefeierte Walzerkomponisten und hervorragende Kapellmeister hervorgebracht hat?;Strauss;Familie;41
Wie hieß die Mutter von Romy Schneider, die ebenfalls Schauspielerin war?;Magda Schneider;Familie;42
Aus einer Bildergeschichte von Wilhelm Busch stammt der Satz: Vater werden ist nicht schwer, ?;Vater werden ist nicht schwer, Vater sein dagegen sehr.;Familie;43
Wie nennt man das Fest, das am Abend vor der Hochzeit gefeiert wird und bei dem meist einiges an Porzellan zerschlagen wird?;Polterabend;Familie;44
Wie wird die Hochzeitsreise meist noch bezeichnet?;als Flitterwochen;Familie;45
Aus wie vielen Schwestern bestand das Gesangs-Ensemble Jacob Sisters ursprünglich?;aus vier Schwestern;Familie;46
Woher stammte das Žnnchen aus einem Volkslied, von dem es heißt ? du meine Seele, mein Fleisch und mein Blut?;aus Tharau (Žnnchen von Tharau);Familie;47
In welcher Stadt spielt die Familienserie Lindenstraße, die seit 1985 regelmäßig ausgestrahlt wird?;Die Handlung spielt in München, aber gedreht wird die Serie in Köln.;Familie;48
Wann feiert eine Frau mit dem Namen Sophie Namenstag? Tipp: Denken Sie an den Eisheiligen - die kalte Sophie.;15. Mai;Familie;49
Wie hieß, gemäß der biblischen Geschichte, der erste Sohn von Adam und Eva?;Kain;Familie;50
Was trägt eine Braut häufig auf dem Kopf;Schleier, Diadem, Kränzchen.;Familie;51
Wie heißt die Balkonblume die man hierzulande am häufigsten sieht?;Geranien (botanisch: Pelargonien=;HausGarten;52
Wie wurden Teppiche gereinigt, bevor es staubsauger gab?;Die wurden im freien mit den Teppichklopfer ausgeklppft.;HausGarten;53
Mit welchen Hausmittel lassen sich Kalkablagerungen besonders effektiv entfernen? Tipp: Wird auch gerne in Salaten verwendet;Essig;HausGarten;54
Aus Kostengründen wurden kaputte Kleidungsstücke früher immer wieder ausgebessert und geflickt. Mit welcher Technik reparierte man löcher in Socken?;durch Stopfen mit Wolle (Oder Garn) und Stopfnadel;HausGarten;55
Womit werden Dächer z.B. an der Nord und Ostseeküste häufig gedeckt?;Schilf oder Reet (Reetdach);HausGarten;56
Welche Obstbaumsorte kommt in Deutschland am häufigsten vor?;Apfelbäume;HausGarten;57
Wie heißen die kleinen Figuren mit meist roter Zipfelmütze, die gerne in Gärten aufgestellt werden?;Gartenzwerge;HausGarten;58
Welche besonders edel wirkenden Deckenlampen werden auch als Lüster bezeichnet ?;Kronleuchter;HausGarten;59
Früher wurden Fußböden häufig gebohnert. Was versteht man unter den Begriff?;Der Fußboden wird mit Wachs versiegelt und anschließend poliert;HausGarten;60
Welche Kräutersäckchen werden gerne als Duftspender und als Mottenschutz in den Kleiderschrank gehängt?;Laverndersäckchen;HausGarten;61
Welcher immergrüne Strauch ist in unseren Heimischen Gärten als niedrige Heckpflanze sehr beliebt?;Buchsbaum;HausGarten;62
Wie nennt man umgangssprachlich Toiletten die keine Wasserspülung besitzen?;Plumpsklo;HausGarten;63
Mit welcher Handarbeit verzierten Frauen früher häufig Tischdecken und Kissen?;Stickerei;HausGarten;64
Welcher Handwerker kommt regelmäßig ins Haus, um Heizungsanlagen zu überprüfen und zu reinigen?;Schornsteinfeger oder Kaminkehrer;HausGarten;65
Wie heißen die Zwicker die gewaschene Wäsche auf der Leine halten?;Wäscheklammern;HausGarten;66
Was wird in den warmen Jahreszeiten in vielen Gärten aufgestellt, um Schatten zu spenden?;Sonnenschirm;HausGarten;67
Wie nennt man die große Reinigungsaktion die in den meisten Haushalten nach der kalten Jahreszeit durchgeführt wird;Frühjahrsputz;HausGarten;68
Welche Abteile werden in Nutzgärten meist eingeteilt?;Beete;HausGarten;69
Wann erntet man Spargel?;Im Frühling (ca. April bis Juni);HausGarten;70
In welchen Geschoss eines Hauses werden gerne Lagerräume, Waschküche und Ähnliches untergebracht;im Keller;HausGarten;71
Womit kann man Balkon- und Gartenpflanzen behandeln, um ein schnelleres Wachstum und größere Erträge zu erzielen?;Düngemittel;HausGarten;72
Wie heißt das Wasserfeste Boden- und Wandverkleidung, die meistens in Bädern verwendet wird?;Fliesen bzw Kacheln;HausGarten;73
Welches beliebte elektrische Haushaltsgerät brachte die Firma Constructa Anfang der 50er Jahre auf den Markt?;den ersten Waschvollautomaten für den Haushalt;HausGarten;74
Bei welcher Temperatur wäscht man Bettwäsche in der Regel?;Heute meist bei 60°C, früher häufig bei 90°C;HausGarten;75
In heimischen Gärten werden gerne Gurken angebaut, Stimmt es, dass eine Gurke zu 96% aus Wasser besteht ?;Ja;HausGarten;76
Welche Grünpflanze ziehen viele Hobbyköche auf der Fensterbank, um damit jederzeit Speisen verfeinern zu können?;Kräuter (Petersilie, Basilikum, Schnittlauch);HausGarten;77
Womit schützt man sich in der Küche beim Anfassen heißer Töpfe vor Verbrennungen?;mit Topflappen;HausGarten;78
Eine beliebte Tätigkeit bei Frauen war früher das Herstellen von Teppichen mittels Stramin und Wollfäden. Wie nennt man diese Technik?; Knüpfen;HausGarten;79
Was stellt man im Winter gerne im Garten auf, um Vögeln das Überwintern zu erleichtern;Vogelhäuschen;HausGarten;80
Wie wurden Lebenmittel kühl gehalten bevor es Kühlschränke gab?;Durch die Lagerung im Keller etwa, in Erdlöchern im Garten oder in nahe liegenden gewässern (Teiche, Bächen etc.);HausGarten;81
Welche kleinen Tierchen schleichen sich gerne in die Vorratskammern und knabbern dort sämtliche Leckereien an?;Mäuse;HausGarten;82
Mit welchen Werkzeugen kann man Holz zerteile?;Säge, Beil, Axt;HausGarten;83
Wie heißt die Platzsparende Sitzgelegenheit, die in Küchen sehr beliebt ist und auf der notfalls zusammengerückt werden kann, um Raum für Gäste zu schaffen?;Eckbank;HausGarten;84
Die Grüne Bohne ist eine recht anspruchslose Gartenpflanze und verspricht eine reichliche Ernte. Was sollte man aber vor dem Verzehr der Bohnen unbedingt beachten?;Die Bohnen sollten vor verzehr unbedingt gekocht werden, da sie Roh giftig sind.;HausGarten;85
Die Firma AEG war Lange Zeit eine ein beliebter Herstellen von Elektrogeräten. Mit welchen Spruch bewarb sie ihre Produkte?;AEG - Aus Erfahrung Gut;HausGarten;86
Von welchen Kontinent stammt die Kartoffel ursprünglich?;Südamerika;HausGarten;87
Welchen Haufen legen Hobbygärtner meistens an um Pflanzlichen Abfall zu verwerten?;Kompost;HausGarten;88
Fenster werden gerne mit Gardinen geschmückt. Welche Einrichtungen zum Sicht und Sonnenschutz an Festern gibt es noch?;z.B. Rollos, Jalousinen Fensterläden, Rolläden;HausGarten;89
1920 brachte die Firma Henkel das Produkt >> ATA << auf dem Markt. Was verbirgt sich hinten den Namen?;Ein Scheuermittel;HausGarten;90
Welches Material wurde häufig zur Herstellung von Kochtöpfen verwendet, bevor Aliuminium und Edelstahl zum Einsatz kamen?;Emaillie;HausGarten;91
Wie werden die kleinen Häuschen in Schrebergärten meist gennant?;Laube;HausGarten;92
Clemens Wilmenrod hatte ab 1953 großen Einfluss in deutschen Küchen. Wodurch wurde er bekannt?;Als Fernsehkoch ;HausGarten;93
Welche Winzigen Fischchen halten sich gerne in Bädern auf, können aber nocht Schwimmen?;Silberfischchen;HausGarten;94
Wie heißt das Gartegerät, mit dem man Erde umgräbt?;Spaten;HausGarten;95
Womit kann man das Inventar eines Haushaltes gegen Schäden schützen, die z.B.durch Sturm, Feuer oder Einbruchdiebstahl entstehen?;Durch eine Hausratsversicherung;HausGarten;96
Welchen Süßen Brotaufstrich kochen viele Hausfrauen am liebsten selbst ein?;Marmelade;HausGarten;97
Welches Tierische Abfallprodukt - besonders von Pferden und Kühen - wird von vielen Gärtnern als natürlicher Dünger geschätzt?;Mist;HausGarten;98
In den 1950er-Jahren brachte die Firma Philips ein Produkt mit dem Namen >>Scher Mann<< auf den Markt. Worum handelte es sich dabei?;Ein Trockenrasierer für Herren;HausGarten;99
Welche massiven, oft reich verzierten Öfen standen früher in vielen Wohnzimmern?;Kachelöfen;HausGarten;100
Wann wird Grünkohl geerntet?;Im Winter, nach dem ersten Frost;HausGarten;101
Woran lutschen Kinder mit Vorliebe?;an ihrem Daumen;KindheitJugend;102
Wie lautet ein beliebter Abzählreim vollständig: Ene, meine, miste, es rappelt ?;Ene, mene, miste, es rappelt in der Kiste. Ene, meine, muh und raus bist du (oder auch: Ene, meine, meck und du bist weg);KindheitJugend;103
Welches Pferd steht in vielen Kinderzimmern?;das Schaukelpferd;KindheitJugend;104
Wie heißt das Märchen, aus dem der Ausspruch stammt: Heute back' ich, morgen brau' ich, übermorgen hol' ich der Königin ihr Kind. Ach wie gut, dass niemand weiß, ?;Rumpelstilzchen;KindheitJugend;105
Bei welchem Spiel muss eine Vielzahl von Teilen zu einem Bild zusammengefügt werden?;beim Puzzle;KindheitJugend;106
In einem Sprichwort heißt es: Gebranntes Kind scheut das ?;Gebranntes Kind scheut das Feuer;KindheitJugend;107
Welcher armen Witwe spielen Max und Moritz arme Streiche?;Witwe Bolte;KindheitJugend;108
Wie lautet die erste Strophe des beliebten Kindertanzes: Brüderchen, komm, tanz' mit mir ?;Brüderchen, komm, tanz' mit mir. Beide Hände reich ich dir, einmal hin, einmal her, rundherum, das ist nicht schwer.;KindheitJugend;109
Mit welcher Liesel werden die Kinder häufig an Handarbeiten herangeführt?;mit der Strickliesel;KindheitJugend;110
Wie viele Milchzähne hat ein Kind?;20 Milchzähne (Das Erwachsenengebiss hat 32 Zähne - mit Weisheitszähnen);KindheitJugend;111
Wie heißt der Zungenbrecher vollständig: Blaukraut bleibt Blaukraut und ?;Blaukraut bleibt Blaukraut und Brautkleid bleibt Brautkleid;KindheitJugend;112
Wie heißt das Kartenspiel für Kinder, bei dem je eine Karte beim Nachbarn gezogen wird und Kartenpaare ausgelegt werden?;Schwarzer Peter;KindheitJugend;113
Die Lausbubengeschichten von Tom Sawyer und seinem besten Freund Huckleberry Finn haben viele Kinder mit Begeisterung gelesen. In welchem Land spielen die Abenteuer der beiden?;In den USA, in dem fiktiven Ort St. Petersburg in Missouri am Ufer des Mississippi;KindheitJugend;114
Ein beliebtes Malspiel für Kinder lautet: Punkt, Punkt, Komma, Strich, ?;Punkt, Punkt, Komma, Strich, fertig ist das Mondgesicht. (Es gibt viele Varianten, die den Spruch weiterführen.);KindheitJugend;115
Was ist eine Fibel?;ein Buch zum Lesenlernen für Kinder, in der Regel reich bebildert.;KindheitJugend;116
Wie heißen die kleinen bunten Kugeln, die von vielen Kindern geliebt und gesammelt werden?;Murmeln;KindheitJugend;117
Welche Kinderkrankheit wird auch Ziegenpeter oder Bauernwetzel genannt?;Mumps;KindheitJugend;118
In einem bekannten Kinderlied wird gefragt: Eia popeia, was raschelt im Stroh?. Wie lautet die Antwort?;Das sind die lieben Gänslein, die hab'n keine Schuh.;KindheitJugend;119
Der Struwwelpeter wurde uns als abschreckendes Beispiel für ein ungezogenes Kind vorgehalten, denn er wollte seine Haare nicht kämmen lassen. Wogegen sträubte sich der Struwwelpeter noch?;gegen das Schneiden der Fingernägel (An den Händen beiden ließ er sich nicht schneiden seine Nägel fast ein Jahr. Kämmen ließ er nicht sein Haar ?);KindheitJugend;120
Wie heißt ein beliebtes Spiel für größere Kindergruppen: Wer hat Angst vorm ? ?;Wer hat Angst vorm schwarzen Mann?;KindheitJugend;121
Welches Märchen handelt von einer Gold- und einer Pechmarie?;Frau Holle;KindheitJugend;122
Womit schreibt der Lehrer auf die Wandtafel?;mit Kreide;KindheitJugend;123
Bei Kindefesten wird gerne ein Wettlaufen veranstaltet, bei dem die Kinder einen Löffel in der Hand halten. Was müssen sie darauf balancieren?;ein Ei (Eierlaufen);KindheitJugend;124
Wie lautet ein unfeiner, aber amüsanter Abzählreim: Peter hat ins Bett geschissen, gerade auf's ?;Peter hat ins Bett geschissen, gerade aufs Paradekissen. Mutter hat's geseh'n und du musst geh'n.;KindheitJugend;125
Bereits 1929 wurden die ersten Abenteuer der Comicfiguren Tim und Struppi veröffentlicht. Welchen Beruf übt Tim, der Held der Geschichten, aus?;Tim ist ein belgischer Reporter, der um die ganze Welt reist und dabei in verschiedene Abenteuer verwickelt wird.;KindheitJugend;126
Wie heißt ein lustiges Spiel für größere Kindergruppen, bei dem eine Nachricht von Person zu Person weitergeflüstert wird?;Stille Post;KindheitJugend;127
Ein Zungenbrecher lautet: Zwischen zwei Zwetschgenzweigen ?;Zwischen zwei Zwetschgenzweigen sitzen zwei zwitschernde Schwalben.;KindheitJugend;128
Wohin ging Hänschen Klein in einem Kinderlied ganz allein?;Hänschen ging allein in die weite Welt hinein ?;KindheitJugend;129
Welches Quietschtier leistet Kindern in der Badewanne häufig Gesellschaft?;eine Ente;KindheitJugend;130
Was wurde im Märchen aus dem hässlichen Entlein?;ein Schwan (Märchen von Hans Christian Andersen);KindheitJugend;131
Wie heißt ein einfaches Ratespiel, das überall ohne Material gespielt werden kann: Ich sehe was, ?;Ich sehe was, was du nicht siehst.;KindheitJugend;132
Viele Mädchen haben in ihrer Jugend ein Poesiealbum geführt. Wie lautet einer der bekanntesten Sprüche: Rosen, Tulpen, Nelken, ?;Rosen, Tulpen, Nelken, alle Blumen welken, nur die eine nicht und die heißt Vergissmeinnicht.;KindheitJugend;133
Welche Konstruktionen sind auf fast jedem Spielplatz zu finden und verlocken Kinder zu akrobatischen šbungen?;Klettergerüste;KindheitJugend;134
Nach der Schulzeit folgte früher in der Regel eine Berufsausbildung. Was sagt der Volksmund: Lehrjahre sind keine ?;Lehrjahre sind keine Herrenjahre.;KindheitJugend;135
In welchem Film spielte Heinz Rühmann den aufsässigen Schüler Hans Pfeiffer, zu dem ein Lehrer verzweifelt sagte: Sehen Sie, Pfeiffer, es ist nichts mit Ihnen. Sie werden immer dümmer! ? Suchen Sie sich einen Beruf, in dem Sie nicht viel schreiben, am besten Zahnarzt oder so etwas.;In Die Feuerzangenbowle.;KindheitJugend;136
Was legten die Tunichtgute Max und Moritz ihrem Onkel Fritz ins Bett und brachten ihn damit um seine Nachtruhe?;Maikäfer;KindheitJugend;137
Wie heißt ein bekanntes Malspiel für Kinder? Das ist das Haus vom ?;Das ist das Haus vom Nikolaus.;KindheitJugend;138
