In welchem Monat wird der Muttertag gefeiert?;im Mai;Familie;1
Welche Augenfarbe haben die meisten hellhäutigen Babys in den ersten Lebenswochen?;blau (weil die Pigmentierung der Regenbogenhaut im Auge noch nicht abgeschlossen ist);KindheitJugend;139
Wie ist der Wortlaut eines bekannten Wiegenliedes? Schlaf Kindlein schlaf. Dein Vater ?;Schlaf, Kindlein, schlaf! Dein Vater hüt' die Schaf. Die Mutter schüttelt's Bäumelein, da fällt herab ein Träumelein. Schlaf, Kindlein, schlaf!;KindheitJugend;140
Robinson Crusoe ist ein Abenteuerroman, der besonders von Jungen gerne gelesen wird. Wie nannte Robinson Crusoe den jungen Mann, den er vor den Kannibalen rettete und der anschließend sein Freund und Diener wurde?;Freitag (in Erinnerung an den Wochentag, an dem er ihn gerettet hatte);KindheitJugend;141
Wie heißt das Spiel, bei dem ein Kind die anderen mit verbunden Augen fangen muss?;Blinde Kuh;KindheitJugend;142
Bereits seit 1940 erheitern die Zeichentrickfiguren Tom und Jerry große und kleine Zuschauer mit ihren wilden Verfolgungsjagden. Welche Tiere verkörpern die Figuren?;Tom ist ein Kater, Jerry eine Maus.;KindheitJugend;143
Ein lustiger Kanon beginnt mit den Worten: Ein Mops kam in die Küche ?, wie lautet der Text weiter?;Ein Mops kam in die Küche und stahl dem Koch ein Ei. Da nahm der Koch den Löffel und schlug dem Mops zu Brei. Da kamen viele Möpse und gruben ihm ein Grab. Und setzten drauf 'nen Grabstein, auf dem geschrieben stand: ?;KindheitJugend;144
Vom welchem Autoren stammt das Kinderbuch: Das fliegende Klassenzimmer, das auch mehrmals verfilmt wurde?;von Erich Kästner;KindheitJugend;145
Mit welchen Holzteilen spielen besonders Jungen gerne und errichten damit Türme oder ganze Landschaften?;Bausteine/Bauklötze;KindheitJugend;146
Im Volksmund sagt man: Kleine Kinder, kleine Sorgen, ?;Kleine Kinder, kleine Sorgen, große Kinder große Sorgen;KindheitJugend;147
Wie heißt der Junge aus dem Struwwelpeter, der nicht stillsitzen kann und beim Schaukeln mit dem Stuhl die Tischdecke samt Essen vom Tisch zieht?;Zappelphilipp;KindheitJugend;148
Welches Gedicht von Friedrich Schiller musste früher von fast allen Schülern auswendig gelernt werden? Es beginnt mit den Worten: Festgemauert in der Erden steht die Form aus Lehm gebrannt ?;Das Lied von der Glocke;KindheitJugend;149
Der Name eines Gruppenspiels für Kinder heißt: Hänschen, ?;Hänschen, piep einmal!;KindheitJugend;150
Welche Sportarten beinhaltet ein Triathlon-Wettkampf?;Schwimmen, Radfahren und Laufen;Sport;151
An welchem Wochentag finden in aller Regel die Formel-1-Rennen statt?;am Sonntag;Sport;152
Wofür stehen die fünf olympischen Ringe?;für die fünf Erdteile, die an den Spielen teilnehmen;Sport;153
Bei einem Eishockeyspiel befinden sich wie viele Spieler jeder Mannschaft auf dem Spielfeld?;sechs Spieler (fünf Feldspieler, ein Torwart);Sport;154
Welchen Beinamen hatte Franz Beckenbauer als Fußballer?;Kaiser Franz;Sport;155
Wie heißt die Sportart, in der ein Rittberger gesprungen wird?;Eiskunstlauf;Sport;156
Für welchen Sportverband steht die Abkürzung DFB?;Deutscher Fußball-Bund;Sport;157
Der Amerikaner Jack Nicklaus blickt auf eine lange erfolgreiche Karriere in welcher Sportart zurück?;Golf;Sport;158
Wie heißen die drei Grundgangarten des Pferdes?;Schritt, Trab und Galopp;Sport;159
Der Diskuswurf ist eine olympische Disziplin der Leichtathletik. Wie schwer ist die Scheibe, die dabei von den Sportlern geworfen wird?;Im Wettbewerb der Männer wiegt der Diskurs 2 kg, bei Frauen 1 kg.;Sport;160
Wie lang ist die Strecke, die ein Marathonläufer zurücklegen muss?;ca. 42 km (exakt 42, 195 km);Sport;161
In welchem deutschen Bundesland liegt die Motorrennstrecke Hockenheimring?;in Baden-Württemberg;Sport;162
Wann fand die erste Fußball-WM statt: 1912, 1926 oder 1930?;1930 in Urugay;Sport;163
Welcher deutsche Fußballspieler ist als Bomber der Nation bekannt und gilt als einer der besten Stürmer des 20. Jahrhunderts?;Gerd Müller;Sport;164
In welcher Sportart gibt es einen Wettbewerb namens Davis Cup?;im Tennis (Wettbewerb für Nationalmannschaften im Herrentennis);Sport;165
Seit 1952 wird im Skispringen jährlich die Vierschanzentournee veranstaltet. In welchen Ländern bzw. Orten werden die Springen regulär ausgetragen?;in Deutschland (Oberstdorf, Garmisch-Partenkirchen) und ™sterreich (Innsbruck, Bischofhofen);Sport;166
Wie heißt der Hersteller von Sportartikeln, der eine Raubkatze in seinem Firmenlogo zeigt?;Puma;Sport;167
Welche Trikotfarbe trägt bei der Tour de France der in der Gesamtwertung führende Radfahrer?;gelb;Sport;168
In welcher Sportart war Henry Maske in den 1980er-Jahren erfolgreich?;im Boxen;Sport;169
Wie oft wurde Michael Schumacher Formel-1-Weltmeister?;sieben Mal;Sport;170
Welches Körpergewicht darf ein Jockey bei Pferderennen nicht überschreiten?;55 kg (bei Amateurrennen 60 kg);Sport;171
Wie heißt die Spielscheibe beim Eishockey;Puck;Sport;172
In welcher Sportart gibt es einen Schmetterlingsstil?;beim Schwimmen;Sport;173
Welche Farben haben die olympischen Ringe?;blau, gelb, schwarz, grün und rot;Sport;174
Ein besonderer Augenschmaus für Zuschauer sind Wettbewerbe der Rhythmischen Sportgymnastik. Welche Handgeräte werden dabei verwendet?;Keule, Ban, Ball, Reifen und Seil;Sport;175
Wie nennt man beim Segeln die dem Wind abgewandte Seite?;Lee (Luv ist die dem Wind zugewandte Seite);Sport;176
Im Tanzsport wird eine Riehe von Tänzern als Standardtänze bezeichnet - welche gehören dazu?;langsamer Walzer, Tango, Foxtrott, Slowfox, Wiener Walzer und Quickstep;Sport;177
In welcher Sportart trat Fürst Albert II von Monaco vier Mal bei den Olympischen Spielen an?;im Bob (als Bobpilot);Sport;178
Wie lange dauert ein reguläres Fußballspiel ohne Verlängerung?;zewi Halbzeiten zu je 45 min, dazwischen 15 min Pause = insgesamt 1h 45 min;Sport;179
Welche Sportarten beinhaltet die Nordische Kombination?;Skispringen und Skilanglauf;Sport;180
Der Tennisspieler Andre Agassi heiratete im Jahre 2001 eine Sportlerkollegin. Wie lautet ihr Name?;Steffi Graf;Sport;181
Ist Tauziehen eine olympische Sportart?;Tauziehen war von 1900-1920 eine olympische Sportart, wurde dann aber aus dem Programm gestrichen;Sport;182
Wie heißt der sensationelle US-amerikanische Hürdenläufer, der 1976 und 1984 olympisches Gold gewann?;Edwin Moses;Sport;183
Welche Farbe hat der Gürtel von Anfängern im Judo-Sport?;weiß;Sport;184
Wie heißt die deutsche Athletin, die 1976 als Sportlerin des Jahres gefeiert wurde, weil sie bei den olympischen Winterspielen in Innsbruck in allen der alpinen Skiwettbewerben Medaillen gewann?;Rosi Mittermaier;Sport;185
Wie viele Personen sitzen beim Rudersport in einem Vierer?;5 Personen (4 Ruderer und 1 Steuermann);Sport;186
Um welche Sportart drehen sich die Veranstaltungen Kieler Woche und Travemünder Woche?;um das Regattasegeln;Sport;187
Seit wann gibt es in Deutschland eine Nationalmannschaft im Frauenfußball: 1969, 1978 oder 1982?;1982;Sport;188
1988 wurden die Olympischen Winterspiele in Calgary ausgetragen. In welchem Land befindet sich dieser Ort?;in Kanada;Sport;189
In welcher Sportart errang Christian Neureuther in den 1970er-Jahren zahlreiche Siege?;im Skirennlauf (Slalom, Riesenslalom);Sport;190
Wo fanden 1896 die ersten Olympischen Spiele der Neuzeit statt?;in Athen;Sport;191
Welche Medaillenfarbe erhält der Drittplatzierte eines sportlichen Wettbewerbs?;Bronze;Sport;192
Wie hieß der US-amerikanische Schwimmer, der bei den Olympischen Spielen 1972 in München ganze sieben Weltrekorde aufstellte?;Mark Spitz;Sport;193
Wie viele Kegel stehen bei einem Kegelspiel auf der Bahn?;neun;Sport;194
Wann fanden die ersten Formel-1-Rennen statt: 1950, 1954 oder 1962?;1950;Sport;195
Auf welchem Medium wird die Sportart Voltigieren ausgeübt?;auf dem Pferd (turnerische bzw. akrobatische šbungen, die auf dem Pferd ausgeführt werden);Sport;196
Wer trainierte von 1964 bis 1978 sehr erfolgreich die deutsche Fußballnationalmannschaft? Sein Markenzeichen waren Mützen, ohne die er selten aus dem Haus ging.;Helmut Schön;Sport;197
Wie nannte sich der berühmte Schwergewichtsboxer Cassius Clay, nachdem er zum muslimischen Glauben konvertiert war?;Muhammad Ali;Sport;198
In welcher Sportart gibt es die Disziplinen Reißen und Stoßen?;im Gewichtheben;Sport;199
Alexander Popow war bekannt für sein nobles Auftreten und seine elegante Technik. Wie heißt die Sportart, in der Popow in den 1990er-Jahren zahlreiche Erfolge feierte?;Schwimmen;Sport;200
Welches war das erste Haustier des Menschen?;Hund;Tiere;201
Welches Tier Produziert Seide?;Die Seidenraupe;Tiere;202
Wovon ernähren sich Maulwürfe?;Hauptsächlich von Würmern und Insekten;Tiere;203
Ist es Wahr, dass eine Kreuzung aus Ziege und Schaf >>Schiege<< genannt wird?;Ja, das ist Wahr. Der Fall kommt aber in der Natur nur selten vor;Tiere;204
Leben Füchse im Rudel oder sind sie Einzelgänger?;Füchse gehören zwar zu den Hundeartigen Tieren, sind aber Einzlgänger;Tiere;205
Auf welchen Kontinent leben Tiger?;Asien;Tiere;206
Wie nennt man die Muttertiere bei Wildschweinen? ;Bache;Tiere;207
Welches Tier wird im Märchen zum Prinzen, als es an die Wand geworfen wird,;der Frosch (In der Froschkönig);Tiere;208
Wie heißen die drei Hauptgangarten des Pferdes?;Schritt, Trab und Galopp;Tiere;209
Mit welchen Tier vergleicht man Menschen die sehr Stur sind - sie sind Störrisch wie ein ?;Esel;Tiere;210
Schätzfrage: Wie alt können Giraffen werden?;in der Wildnis ca. 25 Jahre, in Gefangenschaft bis zu 35 Jahre;Tiere;211
Welches Tier heißt in der Fabel >>Adebar<< ?;Storch;Tiere;212
Leben Pinguine am Nordpol oder Südpol?;am Südpol;Tiere;213
Mauersegler sind Vögel, die äußerlich den Schwalben ähneln und die Brutsaison in Mitteleuropa verbringen.Stimmt es dass sich diese Vögel über mehrere Monate hinweg ununterbrochen in der Luft aufhalten können?;Ja, das ist richtig;Tiere;214
Das Maultier ist eine kreuzung welcher Tiere?;Aus einer Pferdestute und einem Eselhengst;Tiere;215
šber einen Menschen, der besonders empfindlich und Hellhörig ist, sagt man: >>Er hört die Flöhe ? <<?;Husten;Tiere;216
Schätzfrage: Wie lange trägt eine Elefantenkuh ;20-22 Monate;Tiere;217
Welcher Fisch liefert den den begehrten Kaviar?;Der Stör;Tiere;218
Wie lange hält der Siebenschläfer Winterschlaf?;Sieben Monate - daher auch der Name;Tiere;219
Wie nennt man ein weibliches Pferd?;Stute;Tiere;220
Welchen beinamen hat die Elster im Volksmund;die Diebische Elster ;Tiere;221
Wie lautet ein bekanntes Sprichwort: >>In der Nacht sind alle Katzen ?<< ;Grau;Tiere;222
Welches Tier verbirgt sich hinter der Bezeichnung Skunk;Das Stinktier;Tiere;223
Ist die Ringelnatter eine Giftschlange?;Nein, sie ist für den Menschen komplett ungefährlich;Tiere;224
Welche Farbe haben Flamingos?;Rosa;Tiere;225
Schätzfrage: Wie alt können Goldfische werden?;bis zu 40 Jahren;Tiere;226
Welche besondere Eigenschaft wird dem Fuchs zugesprochen;Man sagt das der Fuchs besonders schlau bzw. Listig sei;Tiere;227
Woraus bestehen die Stoßzähne von Elefanten?;aus Elfenbein;Tiere;228
Welches Tier wird dem Rotkäppchen und seiner Großmutter im Märchen gefährlich?;der Wolf;Tiere;229
Wie nennt man die Nester von Adlern?;Horst;Tiere;230
Was für ein Tier ist der Pillendreher?;ein Käfer;Tiere;231
Wie heißt der Spruch: >>Eine Krähe hackt der anderen ? <<?;kein Auge aus;Tiere;232
Welche Farbe hat ein Feuersalamander?;Schwarz mit gelben Flecken;Tiere;233
Stimmt es, dass in Großbritannien fast alle Schwäne des landes der Königen gehören?;Ja, das ist per Gesetz verankert;Tiere;234
Aus welchen Material besteht ein Hirschgeweih?;aus Knochen;Tiere;235
Wie lange kann eine Zecke ohne Nahrung(Blut) überleben?;bis zu 10 Jahren;Tiere;236
Wie nennt man den Nachwuch von Hunden?;Welpen;Tiere;237
Wozu dient der Beuter von Beuteltieren?;zur Aufzucht der Jungtiere;Tiere;238
Schätzfrage: Wie Groß ist der kleinste Vogel der Welt? Tipp Kann auch mit den Fingern gezeichnet werden.;Der kleinste Vogel ist eine Kolibriart (Bienenelfe) und misst nur ca. 6 Zentimeter;Tiere;239
In welchen Körperteil haben Schmetterlinge ihren Geschmackssinn?;In den Beinen;Tiere;240
Wie nennt man ein weibliches Reh?;Ricke;Tiere;241
šber eine Frau, die andere hintergeht, sagt man auch>> Sie ist eine falsche ?<<;Schlange;Tiere;242
Ist der Kabeljau ein Süß- oder Salzwasserfisch?;ein Salzwasserfisch;Tiere;243
Stimmt es dass der größte Schmetterling der Welt eine Flügelspannweite von über 80 Zentimetern erreichen kann?;Nein, der Atlasspinner gilt asl der Größte Schmetterling, hat aber eine maximale Flügelspannweite von ca. 30 Zentimeter;Tiere;244
Welche Farbe hat ein Pandabär?;schwarz und Weiß;Tiere;245
Wie endet das Sprichwort: >> Ein blindes Huhn findet ? <<? ;auch einmal ein Korn;Tiere;246
Welche Tiere enstehen aus Kaulquappen?;Frösche;Tiere;247
Schätzfrage: Wie alt können Hummeln werden?;Drohnen und Arbeiter erreiche meist nur ein Alter von drei bis 4 Wochen, Königinnen leben bis zu einen Jahr;Tiere;248
Ist es wahr dass bei den Seepferdchen die Männchenden Nachwuch gebären?;Ja;Tiere;249
Was ist ein Tölper?;Ein Vogel;Tiere;250
Ein beliebtes deutsches Urlaubsziel ist das Schwäbische Meer. Wie lautet der korrekte Name des Sees?;Bodensee;Urlaub;251
Wie nennt man die kleinen Bauwerke, die besonders Kinder gerne am Strand bauen?;Sandburg;Urlaub;252
Welches Auto ohne Dach vermittelt bei schönem Wetterein besonderes Urlaubsgefühl?;das Cabrio;Urlaub;253
In welche europäische Hauptstadt muss man fahren, um das Goldene Gässchen und die Karlsbrücke zu besichtigen?;Nach Prag;Urlaub;254
An warmen, sonnigen Tagen sind Biergärten besonders beliebte Aufenthaltsorte. Wie heißt die deutsche Stadt, die auch als Biergartenhauptstadt bezeichnet wird?;München;Urlaub;255
Wencke Myhre besang in einem ihrer Schlager ein Gummiboot. Welche Farbe hatte dieses?;rot;Urlaub;256
Wie hieß der berühmte Luxuszug, der bereits 1883 mit Schlaf- und Speisewagen von Paris nach Konstantinopel fuhr?;Orient-Express;Urlaub;257
Eine beliebte Freizeitbeschäftigung ist die Philatelie. Welche Sammelleidenschaft verbirgt sich hinter dem Begriff?;das Sammeln von Briefmarken;Urlaub;258
Ein beliebtes Ziel für Wintersportler heißt Davos. In welchem Land befindet sich dieser Luftkurort?;in der Schweiz.;Urlaub;259
Mit welchem Transportmittel unternimmt man eine Kreuzfahrt?;mit dem Schiff;Urlaub;260
Wo kann man das sagenhafte Ungeheuer von Loch Ness besuchen?;in Schottland/Großbritannien;Urlaub;261
Gerade im Urlaub gönnt man sich gerne mal ein besonderes alkoholisches Mixgetränk wie Kir Royal, Gin Tonic, Bloody Mary oder Pink Lady. Wie nennt man diese Mischgetränke?;Cocktails.;Urlaub;262
Ein beliebtes Hobby, vor allem bei Männern, ist das Zusammenbauen von Schiffen, Flugzeugen, Gebäuden oder Fahrzeugen im Miniaturformat. Wie nennt man diese Tätigkeit?;Modellbau;Urlaub;263
In welchem Land kann man im Balaton baden?;in Ungarn;Urlaub;264
Was sammeln Kiner besonders gerne an Meeresstränden?;Muscheln;Urlaub;265
In New York kann man die berühmte Freiheitsstatue besichtigen. Trägt sie sie Fackel in der rechten oder linken Hand?;in der rechten Hand;Urlaub;266
Ein besonderes Ereignis ist eine Fahrt in einer historischen Eisenbahn. Auf welcher deutschen Insel verkehrt regelmäßig der Rasende Roland?;auf Rügen;Urlaub;267
Wie heißt der größte See Italiens, der ein beliebtes Urlaubsziel ist?;Gardasee;Urlaub;268
Woher kommt ein deutscher Tourist mit dem Autokennzeichen HH?;aus (der Hansestadt) Hamburg;Urlaub;269
Längere Reisestrecken legt man gerne mit dem Flugzeug zurück. Wie nennt man die hilfreichen Flugbegleiterinnen?;Stewardessen;Urlaub;270
Von welchem deutschen Urlaubsziel bringt man gerne eine Kuckucksuhr als Souvenir mit nach Hause?;aus dem Schwarzwald;Urlaub;271
Wie heißt das größte Volksfest der Welt, das jedes Jahr Ende September in München abgehalten wird?;Oktoberfest;Urlaub;272
Im Urlaub versucht man sich gerne mal im Glücksspiel. In welchen Einrichtungen kann man in Abendgarderobe Roulette, Black Jack und Poker spielen?;im Casino;Urlaub;273
Tierparks sorgen nicht nur bei Kindern für gute Laune. In welchem Bundesland kann man den Vogelpark Walsrode besichtigen?;in Niedersachsen;Urlaub;274
Wenn es draußen kalt und trüb ist, erfreuen sich Thermlbäder besonderer Beliebtheit. Wie heißen die Holzhütten, in denen man kräftig ins Schwitzen kommt?;Sauna;Urlaub;275
In welchem europäischen Urlaubsland zahlte man früher mit Drachmen?;in Griechenland;Urlaub;276
Welchen Namen trägt die Ostsee-Halbinsel, auf der man die Kaiserbäder Bansin, Heringsdorf und Ahlbeck findet?;Usedom;Urlaub;277
In welches Urlaubsland fährt man, wenn man eine Reise nach Dalmatien gebucht hat?;Kroatien;Urlaub;278
Wofür benötigt man beim Zelten Heringe?;zum Befestigen bzw. Verankern des Zeltes in der Erde;Urlaub;279
Welche Amtssprachen werden in Kanada verwendet?;englisch und französisch;Urlaub;280
IN welchem Landkann man mit dem Bernina-Express und dem Glacier-Express durch eine bezaubernde Landschaft fahren?;in der Schweiz.;Urlaub;281
Welche Flüsse fließen in Koblenz am Deutschen Eck zusammen?;Rhein und Mosel;Urlaub;282
Wie heißt die Urlaubsregion in Branenburg, die für ihre zahlreichen Flusskanäle und eingelegte Gurken bekannt ist?;Spreewald;Urlaub;283
Welches Ballspiel mit zwei Mannschaften und einem Netz wird an Stränden gerne gespielt?;(Beach-)Volleyball;Urlaub;284
Wie heißt die elegante Pferderasse, die man in der Spanischen Hofreitschule in Wien bewundern kann?;Lipizzaner;Urlaub;285
Welcher deutsche See beherbergt eine Herreninsel und eine Fraueninsel?;der Chiemsee;Urlaub;286
Welche Bilderpost versendet man gerne aus dem Urlaub an Verwandte und Freunde?;Ansichtskarten;Urlaub;287
In welchem europäischen Land kann man Geysire (heiße Wasserfontänen, die von der Erde ausgestoßen werden) beobachten?;in Island;Urlaub;288
Womit schützt man die Augen vor starker Sonneneinstrahlung?;mit einer Sonnenbrille;Urlaub;289
Wie lautet ein bekannter Sommertitel von Conny Froboess weiter: Pack die ?;Pack die Badehose ein, nimm dein kleines Schwesterlein und dann nichts wie raus nach Wannsee ?;Urlaub;290
Welche Farbe haben Taxis in London?;Schwarz;Urlaub;291
Welche Verkehrsansammlung lässt die Urlaubsreise mit dem Auto oft zur Geduldsprobe werden?;der Stau;Urlaub;292
In welchem Urlaubsland wird man mit Hola begrüßt?;in Spanien;Urlaub;293
Wo fuhr 1835 die erste deutsche Eisenbahn?;von Nürnberg nach Fürth;Urlaub;294
Auf welchem Erdteil kann man Kängurus und Koalabären in freier Natur erleben?;in Australien;Urlaub;295
Wenn man in Italien einer Farmacia aufsucht, handelt es sich um welche Einrichtung?;eine Apotheke;Urlaub;296
Der Louvre gilt als das meistbesuchte Museum der Welt. In welcher Stadt findet man den Touristenmagneten?;in Paris;Urlaub;297
Der Volksmund sagt: Wenn einer eine Reise tut, so ?;Wenn einer eine Reise tut, so kann er was erzählen. Der Text stammt ursprünglich aus einem Gedicht von Matthias Claudius und lautet im Original: Wenn jemand eine Reise tut, so kann er was verzählen.;Urlaub;298
Welche russische Stadt ist für ihre zauberhaften weißen Nächte bekannt und wir auch Venedig des Nordens genannt?;St. Petersburg;Urlaub;299
Was ist der Hamburger Dom?;ein Volksfest, das dreimal jährlich in Hamburg stattfindet.;Urlaub;300
