Wie heißt die Balkonblume die man hierzulande am häufigsten sieht?	Geranien (botanisch: Pelargonien=	HausGarten	1
Wie heißt das Kartenspiel für Kinder, bei dem je eine Karte beim Nachbarn gezogen wird und Kartenpaare ausgelegt werden?	Schwarzer Peter	KindheitJugend	163
Die Lausbubengeschichten von Tom Sawyer und seinem besten Freund Huckleberry Finn haben viele Kinder mit Begeisterung gelesen. In welchem Land spielen die Abenteuer der beiden?	In den USA, in dem fiktiven Ort St. Petersburg in Missouri am Ufer des Mississippi	KindheitJugend	164
"Ein beliebtes Malspiel für Kinder lautet: ""Punkt, Punkt, Komma, Strich, ?""?"	"""Punkt, Punkt, Komma, Strich, fertig ist das Mondgesicht."" (Es gibt viele Varianten, die den Spruch weiterführen.)"	KindheitJugend	165
Was ist eine Fibel?	ein Buch zum Lesenlernen für Kinder, in der Regel reich bebildert.	KindheitJugend	166
Wie heißen die kleinen bunten Kugeln, die von vielen Kindern geliebt und gesammelt werden?	Murmeln	KindheitJugend	167
Welche Kinderkrankheit wird auch Ziegenpeter oder Bauernwetzel genannt?	Mumps	KindheitJugend	168
"In einem bekannten Kinderlied wird gefragt: ""Eia popeia, was raschelt im Stroh?"". Wie lautet die Antwort?"	"""Das sind die lieben Gänslein, die hab'n keine Schuh."""	KindheitJugend	169
Der Struwwelpeter wurde uns als abschreckendes Beispiel für ein ungezogenes Kind vorgehalten, denn er wollte seine Haare nicht kämmen lassen. Wogegen sträubte sich der Struwwelpeter noch?	"gegen das Schneiden der Fingernägel (""An den Händen beiden ließ er sich nicht schneiden seine Nägel fast ein Jahr. Kämmen ließ er nicht sein Haar ?"")"	KindheitJugend	170
"Wie heißt ein beliebtes Spiel für größere Kindergruppen: ""Wer hat Angst vorm ?"" ?"	"""Wer hat Angst vorm schwarzen Mann?"""	KindheitJugend	171
Welches Märchen handelt von einer Gold- und einer Pechmarie?	Frau Holle	KindheitJugend	172
Womit schreibt der Lehrer auf die Wandtafel?	mit Kreide	KindheitJugend	173
Bei Kindefesten wird gerne ein Wettlaufen veranstaltet, bei dem die Kinder einen Löffel in der Hand halten. Was müssen sie darauf balancieren?	ein Ei (Eierlaufen)	KindheitJugend	174
"Welche begehrten Produkte stellte eine britische Firma ab 1953 unter dem Namen ""Matchbox"" her?"	"Spielzeugautos (""Matchbox"" bedeutet im Englischen Streichholzschachtel; die Autos wurden ursprünglich in dieser Größe dargestellt, da in GB zu dieser Zeit nur Spielzeuge mit zur Schule gebracht werden durften, die nicht größer waren.) "	KindheitJugend	175
"Wie lautet ein unfeiner, aber amüsanter Abzählreim: ""Peter hat ins Bett geschissen, gerade auf's ?""?"	"""Peter hat ins Bett geschissen, gerade aufs Paradekissen. Mutter hat's geseh'n und du musst geh'n."""	KindheitJugend	176
"Bereits 1929 wurden die ersten Abenteuer der Comicfiguren ""Tim und Struppi"" veröffentlicht. Welchen Beruf übt Tim, der Held der Geschichten, aus?"	Tim ist ein belgischer Reporter, der um die ganze Welt reist und dabei in verschiedene Abenteuer verwickelt wird.	KindheitJugend	177
Wie heißt ein lustiges Spiel für größere Kindergruppen, bei dem eine Nachricht von Person zu Person weitergeflüstert wird?	Stille Post	KindheitJugend	178
"Ein Zungenbrecher lautet: ""Zwischen zwei Zwetschgenzweigen ?"""	"""Zwischen zwei Zwetschgenzweigen sitzen zwei zwitschernde Schwalben."""	KindheitJugend	179
"Wohin ging ""Hänschen Klein"" in einem Kinderlied ganz allein?"	"""Hänschen ging allein in die weite Welt hinein ?"""	KindheitJugend	180
Welches Quietschtier leistet Kindern in der Badewanne häufig Gesellschaft?	eine Ente	KindheitJugend	181
Was wurde im Märchen aus dem hässlichen Entlein?	ein Schwan (Märchen von Hans Christian Andersen)	KindheitJugend	182
"Wie heißt ein einfaches Ratespiel, das überall ohne Material gespielt werden kann: ""Ich sehe was, ?"""	"""Ich sehe was, was du nicht siehst."""	KindheitJugend	183
"Viele Mädchen haben in ihrer Jugend ein Poesiealbum geführt. Wie lautet einer der bekanntesten Sprüche: ""Rosen, Tulpen, Nelken, ?"""	"""Rosen, Tulpen, Nelken, alle Blumen welken, nur die eine nicht und die heißt Vergissmeinnicht."""	KindheitJugend	184
Welche Konstruktionen sind auf fast jedem Spielplatz zu finden und verlocken Kinder zu akrobatischen šbungen?	Klettergerüste	KindheitJugend	185
"Nach der Schulzeit folgte früher in der Regel eine Berufsausbildung. Was sagt der Volksmund: ""Lehrjahre sind keine ?"""	"""Lehrjahre sind keine Herrenjahre."""	KindheitJugend	186
"In welchem Film spielte Heinz Rühmann den aufsässigen Schüler Hans Pfeiffer, zu dem ein Lehrer verzweifelt sagte: ""Sehen Sie, Pfeiffer, es ist nichts mit Ihnen. Sie werden immer dümmer! ? Suchen Sie sich einen Beruf, in dem Sie nicht viel schreiben, am besten Zahnarzt oder so etwas."""	"In ""Die Feuerzangenbowle""."	KindheitJugend	187
Was legten die Tunichtgute Max und Moritz ihrem Onkel Fritz ins Bett und brachten ihn damit um seine Nachtruhe?	Maikäfer	KindheitJugend	188
"Wie heißt ein bekanntes Malspiel für Kinder? ""Das ist das Haus vom ?"""	"""Das ist das Haus vom Nikolaus."""	KindheitJugend	189
Welche Augenfarbe haben die meisten hellhäutigen Babys in den ersten Lebenswochen?	blau (weil die Pigmentierung der Regenbogenhaut im Auge noch nicht abgeschlossen ist)	KindheitJugend	190
"Wie ist der Wortlaut eines bekannten Wiegenliedes? ""Schlaf Kindlein schlaf. Dein Vater ?"""	"""Schlaf, Kindlein, schlaf! Dein Vater hüt' die Schaf. Die Mutter schüttelt's Bäumelein, da fällt herab ein Träumelein. Schlaf, Kindlein, schlaf!"""	KindheitJugend	191
"""Robinson Crusoe"" ist ein Abenteuerroman, der besonders von Jungen gerne gelesen wird. Wie nannte Robinson Crusoe den jungen Mann, den er vor den Kannibalen rettete und der anschließend sein Freund und Diener wurde?"	Freitag (in Erinnerung an den Wochentag, an dem er ihn gerettet hatte)	KindheitJugend	192
Wie heißt das Spiel, bei dem ein Kind die anderen mit verbunden Augen fangen muss?	"""Blinde Kuh"""	KindheitJugend	193
Bereits seit 1940 erheitern die Zeichentrickfiguren Tom und Jerry große und kleine Zuschauer mit ihren wilden Verfolgungsjagden. Welche Tiere verkörpern die Figuren?	"""Tom ist ein Kater, Jerry eine Maus."	KindheitJugend	194
"Ein lustiger Kanon beginnt mit den Worten: ""Ein Mops kam in die Küche ?"", wie lautet der Text weiter?"	"""Ein Mops kam in die Küche und stahl dem Koch ein Ei. Da nahm der Koch den Löffel und schlug dem Mops zu Brei. Da kamen viele Möpse und gruben ihm ein Grab. Und setzten drauf 'nen Grabstein, auf dem geschrieben stand: ?"""	KindheitJugend	195
"Vom welchem Autoren stammt das Kinderbuch: ""Das fliegende Klassenzimmer"", das auch mehrmals verfilmt wurde?"	von Erich Kästner	KindheitJugend	196
Mit welchen Holzteilen spielen besonders Jungen gerne und errichten damit Türme oder ganze Landschaften?	Bausteine/Bauklötze	KindheitJugend	197
"Im Volksmund sagt man: ""Kleine Kinder, kleine Sorgen, ?"""	"""Kleine Kinder, kleine Sorgen, große Kinder große Sorgen"""	KindheitJugend	198
"Wie heißt der Junge aus dem ""Struwwelpeter"", der nicht stillsitzen kann und beim Schaukeln mit dem Stuhl die Tischdecke samt Essen vom Tisch zieht?"	Zappelphilipp	KindheitJugend	199
"Welches Gedicht von Friedrich Schiller musste früher von fast allen Schülern auswendig gelernt werden? Es beginnt mit den Worten: ""Festgemauert in der Erden steht die Form aus Lehm gebrannt ?"""	"""Das Lied von der Glocke"""	KindheitJugend	200
"Der Name eines Gruppenspiels für Kinder heißt: ""Hänschen, ?""?"	"""Hänschen, piep einmal!"""	KindheitJugend	201
"Ein beliebtes deutsches Urlaubsziel ist das ""Schwäbische Meer"". Wie lautet der korrekte Name des Sees?"	Bodensee	Urlaub	202
Wie nennt man die kleinen Bauwerke, die besonders Kinder gerne am Strand bauen?	Sandburg	Urlaub	203
Welches Auto ohne Dach vermittelt bei schönem Wetterein besonderes Urlaubsgefühl?	das Cabrio	Urlaub	204
In welche europäische Hauptstadt muss man fahren, um das Goldene Gässchen und die Karlsbrücke zu besichtigen?	Nach Prag	Urlaub	205
"An warmen, sonnigen Tagen sind Biergärten besonders beliebte Aufenthaltsorte. Wie heißt die deutsche Stadt, die auch als ""Biergartenhauptstadt"" bezeichnet wird?"	München	Urlaub	206
Wencke Myhre besang in einem ihrer Schlager ein Gummiboot. Welche Farbe hatte dieses?	rot	Urlaub	207
Wie hieß der berühmte Luxuszug, der bereits 1883 mit Schlaf- und Speisewagen von Paris nach Konstantinopel fuhr?	Orient-Express	Urlaub	208
Eine beliebte Freizeitbeschäftigung ist die Philatelie. Welche Sammelleidenschaft verbirgt sich hinter dem Begriff?	das Sammeln von Briefmarken	Urlaub	209
Ein beliebtes Ziel für Wintersportler heißt Davos. In welchem Land befindet sich dieser Luftkurort?	in der Schweiz.	Urlaub	210
Mit welchem Transportmittel unternimmt man eine Kreuzfahrt?	mit dem Schiff	Urlaub	211
Wo kann man das sagenhafte Ungeheuer von Loch Ness besuchen?	in Schottland/Großbritannien	Urlaub	212
Gerade im Urlaub gönnt man sich gerne mal ein besonderes alkoholisches Mixgetränk wie Kir Royal, Gin Tonic, Bloody Mary oder Pink Lady. Wie nennt man diese Mischgetränke?	Cocktails.	Urlaub	213
Ein beliebtes Hobby, vor allem bei Männern, ist das Zusammenbauen von Schiffen, Flugzeugen, Gebäuden oder Fahrzeugen im Miniaturformat. Wie nennt man diese Tätigkeit?	Modellbau	Urlaub	214
In welchem Land kann man im Balaton baden?	in Ungarn	Urlaub	215
Was sammeln Kiner besonders gerne an Meeresstränden?	Muscheln	Urlaub	216
In New York kann man die berühmte Freiheitsstatue besichtigen. Trägt sie sie Fackel in der rechten oder linken Hand?	in der rechten Hand	Urlaub	217
"Ein besonderes Ereignis ist eine Fahrt in einer historischen Eisenbahn. Auf welcher deutschen Insel verkehrt regelmäßig der ""Rasende Roland""?"	auf Rügen	Urlaub	218
Wie heißt der größte See Italiens, der ein beliebtes Urlaubsziel ist?	Gardasee	Urlaub	219
"Woher kommt ein deutscher Tourist mit dem Autokennzeichen ""HH""?"	aus (der Hansestadt) Hamburg	Urlaub	220
Längere Reisestrecken legt man gerne mit dem Flugzeug zurück. Wie nennt man die hilfreichen Flugbegleiterinnen?	Stewardessen	Urlaub	221
Von welchem deutschen Urlaubsziel bringt man gerne eine Kuckucksuhr als Souvenir mit nach Hause?	aus dem Schwarzwald	Urlaub	222
Wie heißt das größte Volksfest der Welt, das jedes Jahr Ende September in München abgehalten wird?	Oktoberfest	Urlaub	223
Im Urlaub versucht man sich gerne mal im Glücksspiel. In welchen Einrichtungen kann man in Abendgarderobe Roulette, Black Jack und Poker spielen?	im Casino	Urlaub	224
Tierparks sorgen nicht nur bei Kindern für gute Laune. In welchem Bundesland kann man den Vogelpark Walsrode besichtigen?	in Niedersachsen	Urlaub	225
Wenn es draußen kalt und trüb ist, erfreuen sich Thermlbäder besonderer Beliebtheit. Wie heißen die Holzhütten, in denen man kräftig ins Schwitzen kommt?	Sauna	Urlaub	226
In welchem europäischen Urlaubsland zahlte man früher mit Drachmen?	in Griechenland	Urlaub	227
Welchen Namen trägt die Ostsee-Halbinsel, auf der man die Kaiserbäder Bansin, Heringsdorf und Ahlbeck findet?	Usedom	Urlaub	228
In welches Urlaubsland fährt man, wenn man eine Reise nach Dalmatien gebucht hat?	Kroatien	Urlaub	229
Wofür benötigt man beim Zelten Heringe?	zum Befestigen bzw. Verankern des Zeltes in der Erde	Urlaub	230
Welche Amtssprachen werden in Kanada verwendet?	englisch und französisch	Urlaub	231
IN welchem Landkann man mit dem Bernina-Express und dem Glacier-Express durch eine bezaubernde Landschaft fahren?	in der Schweiz.	Urlaub	232
Welche Flüsse fließen in Koblenz am Deutschen Eck zusammen?	Rhein und Mosel	Urlaub	233
Wie heißt die Urlaubsregion in Branenburg, die für ihre zahlreichen Flusskanäle und eingelegte Gurken bekannt ist?	Spreewald	Urlaub	234
Welches Ballspiel mit zwei Mannschaften und einem Netz wird an Stränden gerne gespielt?	(Beach-)Volleyball	Urlaub	235
Wie heißt die elegante Pferderasse, die man in der Spanischen Hofreitschule in Wien bewundern kann?	Lipizzaner	Urlaub	236
Welcher deutsche See beherbergt eine Herreninsel und eine Fraueninsel?	der Chiemsee	Urlaub	237
Welche Bilderpost versendet man gerne aus dem Urlaub an Verwandte und Freunde?	Ansichtskarten	Urlaub	238
In welchem europäischen Land kann man Geysire (heiße Wasserfontänen, die von der Erde ausgestoßen werden) beobachten?	in Island	Urlaub	239
Womit schützt man die Augen vor starker Sonneneinstrahlung?	mit einer Sonnenbrille	Urlaub	240
"Wie lautet ein bekannter Sommertitel von Conny Froboess weiter: ""Pack die ?"""	"""Pack die Badehose ein, nimm dein kleines Schwesterlein und dann nichts wie raus nach Wannsee ?"""	Urlaub	241
Welche Farbe haben Taxis in London?	Schwarz	Urlaub	242
Welche Verkehrsansammlung lässt die Urlaubsreise mit dem Auto oft zur Geduldsprobe werden?	der Stau	Urlaub	243
"In welchem Urlaubsland wird man mit ""Hola"" begrüßt?"	in Spanien	Urlaub	244
Wo fuhr 1835 die erste deutsche Eisenbahn?	von Nürnberg nach Fürth	Urlaub	245
Auf welchem Erdteil kann man Kängurus und Koalabären in freier Natur erleben?	in Australien	Urlaub	246
"Wenn man in Italien einer ""Farmacia"" aufsucht, handelt es sich um welche Einrichtung?"	eine Apotheke	Urlaub	247
"Der ""Louvre"" gilt als das meistbesuchte Museum der Welt. In welcher Stadt findet man den Touristenmagneten?"	in Paris	Urlaub	248
"Der Volksmund sagt: ""Wenn einer eine Reise tut, so ?"""	"""Wenn einer eine Reise tut, so kann er was erzählen."" Der Text stammt ursprünglich aus einem Gedicht von Matthias Claudius und lautet im Original: ""Wenn jemand eine Reise tut, so kann er was verzählen."""	Urlaub	249
"Welche russische Stadt ist für ihre zauberhaften weißen Nächte bekannt und wir auch ""Venedig des Nordens"" genannt?"	St. Petersburg	Urlaub	250
"Was ist der ""Hamburger Dom""?"	ein Volksfest, das dreimal jährlich in Hamburg stattfindet.	Urlaub	251
Welche Sportarten beinhaltet ein Triathlon-Wettkampf?	Schwimmen, Radfahren und Laufen	Sport	252
An welchem Wochentag finden in aller Regel die Formel-1-Rennen statt?	am Sonntag	Sport	253
Wofür stehen die fünf olympischen Ringe?	für die fünf Erdteile, die an den Spielen teilnehmen	Sport	254
Bei einem Eishockeyspiel befinden sich wie viele Spieler jeder Mannschaft auf dem Spielfeld?	sechs Spieler (fünf Feldspieler, ein Torwart)	Sport	255
Welchen Beinamen hatte Franz Beckenbauer als Fußballer?	Kaiser Franz	Sport	256
"Wie heißt die Sportart, in der ein ""Rittberger"" gesprungen wird?"	Eiskunstlauf	Sport	257
Für welchen Sportverband steht die Abkürzung DFB?	Deutscher Fußball-Bund	Sport	258
Der Amerikaner Jack Nicklaus blickt auf eine lange erfolgreiche Karriere in welcher Sportart zurück?	Golf	Sport	259
Wie heißen die drei Grundgangarten des Pferdes?	Schritt, Trab und Galopp	Sport	260
Der Diskuswurf ist eine olympische Disziplin der Leichtathletik. Wie schwer ist die Scheibe, die dabei von den Sportlern geworfen wird?	Im Wettbewerb der Männer wiegt der Diskurs 2 kg, bei Frauen 1 kg.	Sport	261
Wie lang ist die Strecke, die ein Marathonläufer zurücklegen muss?	ca. 42 km (exakt 42, 195 km)	Sport	262
In welchem deutschen Bundesland liegt die Motorrennstrecke Hockenheimring?	in Baden-Württemberg	Sport	263
Wann fand die erste Fußball-WM statt: 1912, 1926 oder 1930?	1930 in Urugay	Sport	264
"Welcher deutsche Fußballspieler ist als ""Bomber der Nation"" bekannt und gilt als einer der besten Stürmer des 20. Jahrhunderts?"	Gerd Müller	Sport	265
"In welcher Sportart gibt es einen Wettbewerb namens ""Davis Cup""?"	im Tennis (Wettbewerb für Nationalmannschaften im Herrentennis)	Sport	266
Seit 1952 wird im Skispringen jährlich die Vierschanzentournee veranstaltet. In welchen Ländern bzw. Orten werden die Springen regulär ausgetragen?	in Deutschland (Oberstdorf, Garmisch-Partenkirchen) und ™sterreich (Innsbruck, Bischofhofen)	Sport	267
Wie heißt der Hersteller von Sportartikeln, der eine Raubkatze in seinem Firmenlogo zeigt?	Puma	Sport	268
Welche Trikotfarbe trägt bei der Tour de France der in der Gesamtwertung führende Radfahrer?	gelb	Sport	269
In welcher Sportart war Henry Maske in den 1980er-Jahren erfolgreich?	im Boxen	Sport	270
Wie oft wurde Michael Schumacher Formel-1-Weltmeister?	sieben Mal	Sport	271
Welches Körpergewicht darf ein Jockey bei Pferderennen nicht überschreiten?	55 kg (bei Amateurrennen 60 kg)	Sport	272
Wie heißt die Spielscheibe beim Eishockey	Puck	Sport	273
In welcher Sportart gibt es einen Schmetterlingsstil?	beim Schwimmen	Sport	274
Welche Farben haben die olympischen Ringe?	blau, gelb, schwarz, grün und rot	Sport	275
Ein besonderer Augenschmaus für Zuschauer sind Wettbewerbe der Rhythmischen Sportgymnastik. Welche Handgeräte werden dabei verwendet?	Keule, Ban, Ball, Reifen und Seil	Sport	276
Wie nennt man beim Segeln die dem Wind abgewandte Seite?	Lee (Luv ist die dem Wind zugewandte Seite)	Sport	277
Im Tanzsport wird eine Riehe von Tänzern als Standardtänze bezeichnet - welche gehören dazu?	langsamer Walzer, Tango, Foxtrott, Slowfox, Wiener Walzer und Quickstep	Sport	278
In welcher Sportart trat Fürst Albert II von Monaco vier Mal bei den Olympischen Spielen an?	im Bob (als Bobpilot)	Sport	279
Wie lange dauert ein reguläres Fußballspiel ohne Verlängerung?	zewi Halbzeiten zu je 45 min, dazwischen 15 min Pause = insgesamt 1h 45 min	Sport	280
"Welche Sportarten beinhaltet die ""Nordische Kombination""?"	Skispringen und Skilanglauf	Sport	281
Der Tennisspieler Andre Agassi heiratete im Jahre 2001 eine Sportlerkollegin. Wie lautet ihr Name?	Steffi Graf	Sport	282
Ist Tauziehen eine olympische Sportart?	Tauziehen war von 1900-1920 eine olympische Sportart, wurde dann aber aus dem Programm gestrichen	Sport	283
Wie heißt der sensationelle US-amerikanische Hürdenläufer, der 1976 und 1984 olympisches Gold gewann?	Edwin Moses	Sport	284
Welche Farbe hat der Gürtel von Anfängern im Judo-Sport?	weiß	Sport	285
Wie heißt die deutsche Athletin, die 1976 als Sportlerin des Jahres gefeiert wurde, weil sie bei den olympischen Winterspielen in Innsbruck in allen der alpinen Skiwettbewerben Medaillen gewann?	Rosi Mittermaier	Sport	286
Wie viele Personen sitzen beim Rudersport in einem Vierer?	5 Personen (4 Ruderer und 1 Steuermann)	Sport	287
"Um welche Sportart drehen sich die Veranstaltungen ""Kieler Woche"" und ""Travemünder Woche""?"	um das Regattasegeln	Sport	288
Seit wann gibt es in Deutschland eine Nationalmannschaft im Frauenfußball: 1969, 1978 oder 1982?	1982	Sport	289
1988 wurden die Olympischen Winterspiele in Calgary ausgetragen. In welchem Land befindet sich dieser Ort?	in Kanada	Sport	290
In welcher Sportart errang Christian Neureuther in den 1970er-Jahren zahlreiche Siege?	im Skirennlauf (Slalom, Riesenslalom)	Sport	291
Wo fanden 1896 die ersten Olympischen Spiele der Neuzeit statt?	in Athen	Sport	292
Welche Medaillenfarbe erhält der Drittplatzierte eines sportlichen Wettbewerbs?	Bronze	Sport	293
Wie hieß der US-amerikanische Schwimmer, der bei den Olympischen Spielen 1972 in München ganze sieben Weltrekorde aufstellte?	Mark Spitz	Sport	294
Wie viele Kegel stehen bei einem Kegelspiel auf der Bahn?	neun	Sport	295
Wann fanden die ersten Formel-1-Rennen statt: 1950, 1954 oder 1962?	1950	Sport	296
"Auf welchem Medium wird die Sportart ""Voltigieren"" ausgeübt?"	auf dem Pferd (turnerische bzw. akrobatische šbungen, die auf dem Pferd ausgeführt werden)	Sport	297
Wer trainierte von 1964 bis 1978 sehr erfolgreich die deutsche Fußballnationalmannschaft? Sein Markenzeichen waren Mützen, ohne die er selten aus dem Haus ging.	Helmut Schön	Sport	298
Wie nannte sich der berühmte Schwergewichtsboxer Cassius Clay, nachdem er zum muslimischen Glauben konvertiert war?	Muhammad Ali	Sport	299
"In welcher Sportart gibt es die Disziplinen ""Reißen"" und ""Stoßen""?"	im Gewichtheben	Sport	300
Alexander Popow war bekannt für sein nobles Auftreten und seine elegante Technik. Wie heißt die Sportart, in der Popow in den 1990er-Jahren zahlreiche Erfolge feierte?	Schwimmen	Sport	301
